call_sign,frequency_khz,hours,status,city,state,country,facility_id,power_kw,directional,latitude,longitude,licensee
CKQR,760,Daytime,CP,ASTLEGAR,BC,CA,98846,20.0,False,49.301333,-117.614972,-
CFLD,760,Daytime,CP,URNS LAKE,BC,CA,98845,1.0,False,54.255472,-125.758306,-
831219,760,Daytime,CP,RURO,NS,CA,98847,10.0,False,45.333417,-63.332639,-
CJME,760,Daytime,CP,EGINA,SK,CA,98848,10.0,True,50.186972,-104.626083,-
KTBA,760,Nighttime,Licensed,TUBA CITY,AZ,US,71794,0.06,False,36.131667,-111.250417,ACROSS NATIONS
KEJY,760,Nighttime,Licensed,EUREKA,CA,US,19840,34.0,False,40.800417,-124.128667,"EUREKA BROADCASTING CO., INC."
KGB,760,Nighttime,Licensed,SAN DIEGO,CA,US,42120,50.0,True,32.842556,-117.025861,"IHM LICENSES, LLC"
KDFD,760,Nighttime,Licensed,THORNTON,CO,US,29740,1.0,True,40.009139,-104.939694,"IHM LICENSES, LLC"
WEFL,760,Nighttime,Licensed,EQUESTA,FL,US,35148,1.5,True,26.995611,-80.192556,"GOOD KARMA BROADCASTING, LLC"
WLCC,760,Nighttime,Licensed,BRANDON,FL,US,71212,1.0,True,28.025028,-82.283694,SALEM COMMUNICATIONS HOLDING CORPORATION
KCCV,760,Nighttime,Licensed,VERLAND PARK,KS,US,6491,0.2,True,39.040556,-94.509667,BOTT BROADCASTING COMPANY
WCHP,760,Nighttime,Licensed,HAMPLAIN,NY,US,10130,0.011,True,44.945583,-73.429583,"CHAMPLAIN RADIO, INC."
KTKR,760,Nighttime,Licensed,SAN ANTONIO,TX,US,11945,1.0,True,29.449667,-98.309444,"IHM LICENSES, LLC"
CFLD,760,Nighttime,CP,URNS LAKE,BC,CA,98845,0.5,False,54.255472,-125.758306,-
CKQR,760,Nighttime,CP,ASTLEGAR,BC,CA,98846,5.0,True,49.301333,-117.614972,-
CFLD,760,Nighttime,CP,URNS LAKE,BC,CA,98845,1.0,False,54.255472,-125.758306,-
831219,760,Nighttime,CP,RURO,NS,CA,98847,1.0,True,45.333417,-63.332639,-
CJME,760,Nighttime,CP,EGINA,SK,CA,98848,10.0,True,50.186972,-104.626083,-
WVNE,760,Unknown,Licensed,EICESTER,MA,US,5890,8.6,False,42.24925,-72.077583,"BLOUNT MASSCOM, INC."
KCHU,770,Unlimited,Licensed,VALDEZ,AK,US,65232,9.7,False,61.110583,-146.262861,"TERMINAL RADIO, INC."
KKOB,770,Unlimited,Licensed,SANTA FE,NM,US,11251,0.23,False,35.68225,-105.973083,"RADIO LICENSE HOLDING CBC, LLC"
WVNN,770,Daytime,Licensed,ATHENS,AL,US,3084,7.0,False,34.750639,-86.799444,CUMULUS LICENSING LLC
KCBC,770,Daytime,Licensed,MANTECA,CA,US,34587,50.0,True,37.797417,-120.884667,"KIERTRON, INC."
WBCN,770,Daytime,Licensed,ORTH FORT MYERS,FL,US,4437,10.0,True,26.775333,-81.847306,"BEASLEY MEDIA GROUP LICENSES, LLC"
WCGW,770,Daytime,Licensed,ICHOLASVILLE,KY,US,43865,1.0,False,37.885361,-84.529389,"CHRISTIAN BROADCASTING SYSTEM, LTD."
KUOM,770,Daytime,Licensed,INNEAPOLIS,MN,US,69337,5.0,False,44.998306,-93.188556,UNIVERSITY OF MINNESOTA
WEW,770,Daytime,Licensed,ST. LOUIS,MO,US,1088,1.0,False,38.621722,-90.076222,BIRACH BROADCASTING CORPORATION
WEW,770,Daytime,CP,ST. LOUIS,MO,US,1088,10.0,True,38.756444,-89.655083,BIRACH BROADCASTING CORPORATION
KATL,770,Daytime,Licensed,ILES CITY,MT,US,62297,10.0,False,46.396111,-105.779444,STAR PRINTING COMPANY
WLWL,770,Daytime,Licensed,OCKINGHAM,NC,US,58964,5.0,False,34.925167,-79.786167,"BEACH MUSIC BROADCASTING, INC."
KKOB,770,Daytime,Licensed,ALBUQUERQUE,NM,US,11251,50.0,False,34.979389,-106.737833,"RADIO LICENSE HOLDING CBC, LLC"
WTOR,770,Daytime,Licensed,YOUNGSTOWN,NY,US,74121,13.0,True,43.218111,-78.947833,BIRACH BROADCASTING CORPORATION
WABC,770,Daytime,Licensed,NEW YORK,NY,US,70658,50.0,False,40.880667,-74.069306,"RED APPLE MEDIA, INC."
WAIS,770,Daytime,Licensed,BUCHTEL,OH,US,48256,1.0,False,39.432306,-82.200417,"NELSONVILLE TV CABLE, INC."
WKFB,770,Daytime,Licensed,EANNETTE,PA,US,10026,0.75,False,40.288972,-79.700889,"BROADCAST COMMUNICATIONS, INC."
KCBI,770,Daytime,Licensed,GARLAND,TX,US,17303,10.0,True,33.032889,-96.575556,"FIRST DALLAS MEDIA, INC."
WYRV,770,Daytime,Licensed,CEDAR BLUFF,VA,US,9709,5.0,False,37.084833,-81.768444,"FAITH COMMUNICATIONS, INC."
KTTH,770,Daytime,Licensed,EATTLE,WA,US,27023,50.0,True,47.393722,-122.424861,BONNEVILLE INTERNATIONAL CORPORATION
CHQR,770,Daytime,CP,ALGARY,AB,CA,98850,50.0,False,50.821167,-114.052083,-
NEW-PROP,770,Daytime,CP,IPIGON,ON,CA,165786,1.0,False,48.966528,-88.233389,-
KCBC,770,Nighttime,Licensed,MANTECA,CA,US,34587,4.1,True,37.797417,-120.884667,"KIERTRON, INC."
WBCN,770,Nighttime,Licensed,ORTH FORT MYERS,FL,US,4437,0.63,True,26.775333,-81.847306,"BEASLEY MEDIA GROUP LICENSES, LLC"
WEW,770,Nighttime,CP,ST. LOUIS,MO,US,1088,0.115,True,38.756444,-89.655083,BIRACH BROADCASTING CORPORATION
KATL,770,Nighttime,Licensed,ILES CITY,MT,US,62297,1.0,True,46.396111,-105.779444,STAR PRINTING COMPANY
KKOB,770,Nighttime,Licensed,ALBUQUERQUE,NM,US,11251,50.0,True,35.202556,-106.611972,"RADIO LICENSE HOLDING CBC, LLC"
KKOB,770,Nighttime,Licensed,ALBUQUERQUE,NM,US,11251,5.0,True,34.979389,-106.737833,"RADIO LICENSE HOLDING CBC, LLC"
WABC,770,Nighttime,Licensed,NEW YORK,NY,US,70658,50.0,False,40.880667,-74.069306,"RED APPLE MEDIA, INC."
KCBI,770,Nighttime,Licensed,GARLAND,TX,US,17303,1.0,True,33.032889,-96.575556,"FIRST DALLAS MEDIA, INC."
KTTH,770,Nighttime,Licensed,EATTLE,WA,US,27023,5.0,True,47.393722,-122.424861,BONNEVILLE INTERNATIONAL CORPORATION
CHQR,770,Nighttime,CP,ALGARY,AB,CA,98850,50.0,True,50.821167,-114.052083,-
NEW-PROP,770,Nighttime,CP,IPIGON,ON,CA,165786,1.0,True,48.966528,-88.233389,-
KNOM,780,Daytime,Licensed,OME,AK,US,9340,25.0,False,64.487028,-165.302056,"KNOM RADIO MISSION, INC."
KAZM,780,Daytime,Licensed,SEDONA,AZ,US,64494,5.0,False,34.860556,-111.820556,CUTTER GRIND BROADCASTING LLC
KLVG,780,Daytime,Licensed,FOUNTAIN,CO,US,135885,5.0,False,38.818889,-104.776083,"K-LOVE, INC."
WBBM,780,Daytime,Licensed,CHICAGO,IL,US,9631,35.0,False,41.934194,-88.072833,"AUDACY LICENSE, LLC"
WBBM,780,Daytime,Licensed,CHICAGO,IL,US,9631,45.0,False,42.042056,-87.867222,"AUDACY LICENSE, LLC"
WXME,780,Daytime,Licensed,ONTICELLO,ME,US,17514,5.0,False,46.341722,-67.81725,ALLAN WEINER
WIIN,780,Daytime,Licensed,IDGELAND,MS,US,48646,4.4,False,32.386806,-90.163139,"NEW SOUTH RADIO, INC"
WWOL,780,Daytime,Licensed,OREST CITY,NC,US,27479,10.0,False,35.350667,-81.900944,"HOLLY SPRINGS BAPTIST BROADCASTING CO., INC."
WCKB,780,Daytime,Licensed,UNN,NC,US,47283,7.0,False,35.2835,-78.596667,"NORTH CAROLINA CENTRAL BROADCASTERS, INC."
WJAG,780,Daytime,Licensed,NORFOLK,NE,US,73121,1.0,False,42.031667,-97.496722,"WJAG, INC."
KKOH,780,Daytime,Licensed,ENO,NV,US,11236,50.0,False,39.677972,-119.802694,"RADIO LICENSE HOLDING CBC, LLC"
KSPI,780,Daytime,Licensed,STILLWATER,OK,US,63441,0.25,False,36.082278,-97.053917,"STILLWATER BROADCASTING, LLC"
WPTN,780,Daytime,Licensed,OOKEVILLE,TN,US,13820,1.0,False,36.163389,-85.524694,"COOKEVILLE COMMUNICATIONS, LLC"
WAVA,780,Daytime,Licensed,ARLINGTON,VA,US,54465,12.0,False,38.9765,-77.114139,SALEM COMMUNICATIONS HOLDING CORPORATION
CKOK,780,Daytime,CP,ENTICTON,BC,CA,98852,20.0,True,49.423556,-119.572,-
NEW,780,Daytime,CP,ORNER BROOK,NF,CA,98853,10.0,False,48.95,-58.032528,-
CFDR,780,Daytime,CP,ARTMOUTH,NS,CA,98851,50.0,True,44.635917,-63.695417,-
KNOM,780,Nighttime,Licensed,OME,AK,US,9340,14.0,False,64.487028,-165.302056,"KNOM RADIO MISSION, INC."
KAZM,780,Nighttime,Licensed,SEDONA,AZ,US,64494,0.095,False,34.860556,-111.820556,CUTTER GRIND BROADCASTING LLC
KLVG,780,Nighttime,Licensed,FOUNTAIN,CO,US,135885,15.0,False,38.818889,-104.776083,"K-LOVE, INC."
WBBM,780,Nighttime,Licensed,CHICAGO,IL,US,9631,42.0,False,41.934194,-88.072833,"AUDACY LICENSE, LLC"
WBBM,780,Nighttime,Licensed,CHICAGO,IL,US,9631,43.0,False,42.042056,-87.867222,"AUDACY LICENSE, LLC"
WXME,780,Nighttime,Licensed,ONTICELLO,ME,US,17514,0.06,False,46.341722,-67.81725,ALLAN WEINER
WCKB,780,Nighttime,Licensed,UNN,NC,US,47283,0.001,False,35.2835,-78.596667,"NORTH CAROLINA CENTRAL BROADCASTERS, INC."
KKOH,780,Nighttime,Licensed,ENO,NV,US,11236,50.0,True,39.677972,-119.802694,"RADIO LICENSE HOLDING CBC, LLC"
CKOK,780,Nighttime,CP,ENTICTON,BC,CA,98852,2.8,True,49.423556,-119.572,-
NEW,780,Nighttime,CP,ORNER BROOK,NF,CA,98853,10.0,True,48.95,-58.032528,-
CFDR,780,Nighttime,CP,ARTMOUTH,NS,CA,98851,15.0,True,44.635917,-63.695417,-
WAVA,780,Unknown,Licensed,ARLINGTON,VA,US,54465,9.8,False,38.9765,-77.114139,SALEM COMMUNICATIONS HOLDING CORPORATION
KCAM,790,Unlimited,Licensed,LENNALLEN,AK,US,49563,5.0,False,62.113972,-145.537444,JOY MEDIA MINISTRIES
WNIS,790,Unlimited,Licensed,ORFOLK,VA,US,4671,5.0,True,37.07375,-76.291611,"COMMONWEALTH RADIO, L.L.C."
CFNW,790,Unlimited,CP,ORT AU CHOIX,NF,CA,98857,1.0,True,50.700028,-57.399083,-
WTSK,790,Daytime,Licensed,USCALOOSA,AL,US,54795,5.0,False,33.188167,-87.589722,"TOWNSQUARE LICENSE, LLC"
KURM,790,Daytime,Licensed,ROGERS,AR,US,34266,5.0,False,36.302861,-94.11325,"KERM, INC"
KNST,790,Daytime,Licensed,TUCSON,AZ,US,53589,5.0,True,32.248417,-111.008972,"IHM LICENSES, LLC"
KABC,790,Daytime,Licensed,LOS ANGELES,CA,US,33254,6.6,False,34.019444,-118.346472,RADIO LICENSE HOLDINGS LLC
KFPT,790,Daytime,Licensed,LOVIS,CA,US,29429,5.0,True,36.844111,-119.687917,"FAT DAWGS 7 BROADCASTING, LLC"
WLBE,790,Daytime,Licensed,LEESBURG-EUSTIS,FL,US,73202,5.0,False,28.828611,-81.785917,Q-BROADCASTING CORPORATION
WAXY,790,Daytime,Licensed,SOUTH MIAMI,FL,US,30837,5.0,True,25.757056,-80.639222,"AUDACY LICENSE, LLC"
WPNN,790,Daytime,Licensed,ENSACOLA,FL,US,43135,1.0,False,30.452694,-87.240528,"MIRACLE RADIO, INC."
WGRA,790,Daytime,Licensed,AIRO,GA,US,38639,1.0,False,30.902417,-84.234056,"LOVETT BROADCASTING ENTERPRISES, INC"
WSFN,790,Daytime,Licensed,BRUNSWICK,GA,US,29131,0.5,True,31.144667,-81.582056,"SHANKS BROADCASTING, LLC"
WQXI,790,Daytime,Licensed,ATLANTA,GA,US,30825,28.0,False,33.811778,-84.353528,"ATLANTA RADIO KOREA, INC."
KSPD,790,Daytime,Licensed,OISE,ID,US,35627,1.0,False,43.565722,-116.337889,"INSPIRATIONAL FAMILY RADIO, INC."
WRMS,790,Daytime,Licensed,BEARDSTOWN,IL,US,13649,0.5,True,40.003111,-90.397611,COVENANT NETWORK
KXXX,790,Daytime,Licensed,COLBY,KS,US,37125,5.0,False,39.393056,-101.002111,"KANSAS BROADCAST COMPANY, LLC"
WKRD,790,Daytime,Licensed,LOUISVILLE,KY,US,53587,5.0,True,38.192833,-85.520528,"IHM LICENSES, LLC"
WSGW,790,Daytime,Licensed,SAGINAW,MI,US,22674,5.0,True,43.461139,-83.813306,ALPHA MEDIA LICENSEE LLC
KGHL,790,Daytime,Licensed,BILLINGS,MT,US,50354,5.0,False,45.824667,-108.41125,"KGHL RADIO, LLC"
WBLO,790,Daytime,Licensed,THOMASVILLE,NC,US,54552,10.0,False,35.961528,-80.036694,WBLO/WIST-FM OPERATING LLC
KFGO,790,Daytime,Licensed,ARGO,ND,US,34421,5.0,False,46.718028,-96.80175,"MIDWEST COMMUNICATIONS, INC."
KBET,790,Daytime,Licensed,WINCHESTER,NV,US,136292,1.0,True,36.109972,-115.003056,AUTOPILOTFM LLC
KBET,790,Daytime,CP,WINCHESTER,NV,US,136292,0.5,False,36.109972,-115.003889,AUTOPILOTFM LLC
WTNY,790,Daytime,Licensed,ATERTOWN,NY,US,154,1.0,False,43.945611,-75.947972,"STEPHENS MEDIA GROUP WATERTOWN,"
WLSV,790,Daytime,Licensed,ELLSVILLE,NY,US,19709,1.0,False,42.077,-77.929444,"DBM COMMUNICATIONS, INC."
WHTH,790,Daytime,Licensed,HEATH,OH,US,57937,1.0,True,40.051444,-82.468778,"RUNNYMEDE, INC."
KWIL,790,Daytime,Licensed,LBANY,OR,US,837,1.0,True,44.6315,-123.017028,"EXTRA MILE MEDIA, INC."
WPIC,790,Daytime,Licensed,HARON,PA,US,60005,1.3,False,41.2195,-80.473417,CUMULUS LICENSING LLC
WAEB,790,Daytime,Licensed,ALLENTOWN,PA,US,14371,3.6,True,40.660389,-75.513528,"IHM LICENSES, LLC"
WPRV,790,Daytime,Licensed,PROVIDENCE,RI,US,64840,5.0,False,41.834278,-71.365056,"RADIO LICENSE HOLDING CBC, LLC"
WVCD,790,Daytime,Licensed,AMBERG-DENMARK,SC,US,23323,1.0,False,33.314056,-81.078444,VOORHEES COLLEGE
WNTC,790,Daytime,Licensed,ASHLAND CITY,TN,US,64336,2.0,False,36.285611,-87.083333,THE MIGHTY SEVEN NINETY INCORPORATED
WMC,790,Daytime,Licensed,MEMPHIS,TN,US,19185,5.0,False,35.168694,-89.885083,"AUDACY LICENSE, LLC"
WNTC,790,Daytime,CP,ASHLAND CITY,TN,US,64336,3.0,False,36.285556,-87.083333,THE MIGHTY SEVEN NINETY INCORPORATED
WETB,790,Daytime,Licensed,OHNSON CITY,TN,US,44050,5.0,False,36.328722,-82.410694,KENNETH C. HILL HILL
KFYO,790,Daytime,Licensed,UBBOCK,TX,US,61151,5.0,True,33.463972,-101.925444,"TOWNSQUARE LICENSE, LLC"
KBME,790,Daytime,Licensed,HOUSTON,TX,US,23082,5.0,True,29.915667,-95.462806,"IHM LICENSES, LLC"
WAMM,790,Daytime,Licensed,OUNT JACKSON,VA,US,60106,1.0,False,38.770944,-78.621139,"SHENANDOAH VALLEY GROUP, INC."
KGMI,790,Daytime,Licensed,BELLINGHAM,WA,US,34467,5.0,False,48.721778,-122.446556,"SAGA BROADCASTING, LLC"
KJRB,790,Daytime,Licensed,SPOKANE,WA,US,11235,4.4,False,47.502111,-117.386306,"SMG-SPOKANE, LLC"
WAYY,790,Daytime,Licensed,AU CLAIRE,WI,US,7062,5.0,False,44.829694,-91.446833,"CLEAR WATER BRANDS, INC."
C790,790,Daytime,CP,THABASCA,AB,CA,189388,5.0,False,54.692028,-113.227944,-
CFAN,790,Daytime,CP,EWCASTLE,NB,CA,98856,5.0,True,47.005889,-65.552194,-
NEW,790,Daytime,CP,ARMOUTH,NS,CA,98858,2.5,True,43.91675,-66.082722,-
CIGM,790,Daytime,CP,UDBURY,ON,CA,98860,50.0,False,46.423361,-80.936833,-
CIAO,790,Daytime,CP,RAMPTON,ON,CA,98859,3.0,True,43.588944,-79.881472,-
CIAO,790,Daytime,CP,RAMPTON,ON,CA,98859,5.0,True,43.588944,-79.881472,-
NEW,790,Daytime,CP,AIE COMEAU,QC,CA,98861,1.0,True,49.2,-68.18925,-
WTSK,790,Nighttime,Licensed,USCALOOSA,AL,US,54795,0.036,False,33.188167,-87.589722,"TOWNSQUARE LICENSE, LLC"
KURM,790,Nighttime,Licensed,ROGERS,AR,US,34266,0.5,True,36.302861,-94.11325,"KERM, INC"
KNST,790,Nighttime,Licensed,TUCSON,AZ,US,53589,0.5,True,32.248417,-111.008972,"IHM LICENSES, LLC"
KABC,790,Nighttime,Licensed,LOS ANGELES,CA,US,33254,7.9,True,34.019444,-118.346472,RADIO LICENSE HOLDINGS LLC
KFPT,790,Nighttime,Licensed,LOVIS,CA,US,29429,2.5,True,36.844111,-119.687917,"FAT DAWGS 7 BROADCASTING, LLC"
WLBE,790,Nighttime,Licensed,LEESBURG-EUSTIS,FL,US,73202,1.0,True,28.828611,-81.785917,Q-BROADCASTING CORPORATION
WPNN,790,Nighttime,Licensed,ENSACOLA,FL,US,43135,0.066,False,30.452694,-87.240528,"MIRACLE RADIO, INC."
WAXY,790,Nighttime,Licensed,SOUTH MIAMI,FL,US,30837,5.0,True,25.757056,-80.639222,"AUDACY LICENSE, LLC"
WQXI,790,Nighttime,Licensed,ATLANTA,GA,US,30825,1.0,True,33.811778,-84.353528,"ATLANTA RADIO KOREA, INC."
WSFN,790,Nighttime,Licensed,BRUNSWICK,GA,US,29131,0.115,True,31.144667,-81.582056,"SHANKS BROADCASTING, LLC"
WGRA,790,Nighttime,Licensed,AIRO,GA,US,38639,0.11,False,30.902417,-84.234056,"LOVETT BROADCASTING ENTERPRISES, INC"
KSPD,790,Nighttime,Licensed,OISE,ID,US,35627,0.061,False,43.565722,-116.337889,"INSPIRATIONAL FAMILY RADIO, INC."
WRMS,790,Nighttime,Licensed,BEARDSTOWN,IL,US,13649,0.055,True,40.003111,-90.397611,COVENANT NETWORK
KXXX,790,Nighttime,Licensed,COLBY,KS,US,37125,0.024,False,39.393056,-101.002111,"KANSAS BROADCAST COMPANY, LLC"
WKRD,790,Nighttime,Licensed,LOUISVILLE,KY,US,53587,1.0,True,38.192833,-85.520528,"IHM LICENSES, LLC"
WSGW,790,Nighttime,Licensed,SAGINAW,MI,US,22674,1.0,True,43.461139,-83.813306,ALPHA MEDIA LICENSEE LLC
KGHL,790,Nighttime,Licensed,BILLINGS,MT,US,50354,1.8,False,45.824667,-108.41125,"KGHL RADIO, LLC"
WBLO,790,Nighttime,Licensed,THOMASVILLE,NC,US,54552,0.026,False,35.961528,-80.036694,WBLO/WIST-FM OPERATING LLC
KFGO,790,Nighttime,Licensed,ARGO,ND,US,34421,5.0,True,46.718028,-96.80175,"MIDWEST COMMUNICATIONS, INC."
KBET,790,Nighttime,Licensed,WINCHESTER,NV,US,136292,0.3,True,36.109972,-115.003056,AUTOPILOTFM LLC
WLSV,790,Nighttime,Licensed,ELLSVILLE,NY,US,19709,0.041,False,42.077,-77.929444,"DBM COMMUNICATIONS, INC."
WTNY,790,Nighttime,Licensed,ATERTOWN,NY,US,154,1.0,True,43.945611,-75.947972,"STEPHENS MEDIA GROUP WATERTOWN,"
WHTH,790,Nighttime,Licensed,HEATH,OH,US,57937,0.026,True,40.051444,-82.468778,"RUNNYMEDE, INC."
KWIL,790,Nighttime,Licensed,LBANY,OR,US,837,1.0,True,44.6315,-123.017028,"EXTRA MILE MEDIA, INC."
WPIC,790,Nighttime,Licensed,HARON,PA,US,60005,0.058,False,41.2195,-80.473417,CUMULUS LICENSING LLC
WAEB,790,Nighttime,Licensed,ALLENTOWN,PA,US,14371,1.5,True,40.660389,-75.513528,"IHM LICENSES, LLC"
WPRV,790,Nighttime,Licensed,PROVIDENCE,RI,US,64840,5.0,True,41.834278,-71.365056,"RADIO LICENSE HOLDING CBC, LLC"
WVCD,790,Nighttime,Licensed,AMBERG-DENMARK,SC,US,23323,0.1,False,33.314056,-81.078444,VOORHEES COLLEGE
WMC,790,Nighttime,Licensed,MEMPHIS,TN,US,19185,5.0,True,35.168694,-89.885083,"AUDACY LICENSE, LLC"
WNTC,790,Nighttime,Licensed,ASHLAND CITY,TN,US,64336,0.035,False,36.285611,-87.083333,THE MIGHTY SEVEN NINETY INCORPORATED
WNTC,790,Nighttime,CP,ASHLAND CITY,TN,US,64336,35.0,False,36.285556,-87.083333,THE MIGHTY SEVEN NINETY INCORPORATED
WETB,790,Nighttime,Licensed,OHNSON CITY,TN,US,44050,0.072,False,36.328722,-82.410694,KENNETH C. HILL HILL
KFYO,790,Nighttime,Licensed,UBBOCK,TX,US,61151,1.0,True,33.463972,-101.925444,"TOWNSQUARE LICENSE, LLC"
KBME,790,Nighttime,Licensed,HOUSTON,TX,US,23082,5.0,True,29.915667,-95.462806,"IHM LICENSES, LLC"
WAMM,790,Nighttime,Licensed,OUNT JACKSON,VA,US,60106,0.04,False,38.770944,-78.621139,"SHENANDOAH VALLEY GROUP, INC."
KGMI,790,Nighttime,Licensed,BELLINGHAM,WA,US,34467,1.0,True,48.721778,-122.446556,"SAGA BROADCASTING, LLC"
KJRB,790,Nighttime,Licensed,SPOKANE,WA,US,11235,0.034,False,47.502111,-117.386306,"SMG-SPOKANE, LLC"
WAYY,790,Nighttime,Licensed,AU CLAIRE,WI,US,7062,0.123,False,44.829694,-91.446833,"CLEAR WATER BRANDS, INC."
C790,790,Nighttime,CP,THABASCA,AB,CA,189388,1.0,True,54.692028,-113.227944,-
CFAN,790,Nighttime,CP,EWCASTLE,NB,CA,98856,1.0,True,47.005889,-65.552194,-
NEW,790,Nighttime,CP,ARMOUTH,NS,CA,98858,10.0,True,43.91675,-66.082722,-
CIGM,790,Nighttime,CP,UDBURY,ON,CA,98860,50.0,True,46.423361,-80.936833,-
CIAO,790,Nighttime,CP,RAMPTON,ON,CA,98859,5.0,True,43.588944,-79.881472,-
NEW,790,Nighttime,CP,AIE COMEAU,QC,CA,98861,0.25,True,49.2,-68.18925,-
CHRC,800,Unlimited,CP,UEBEC,QC,CA,98870,50.0,True,46.642806,-71.245389,-
KINY,800,Daytime,Licensed,UNEAU,AK,US,823,10.0,False,58.301056,-134.442333,BTC USA HOLDINGS MANAGEMENT INC.
WMGY,800,Daytime,Licensed,ONTGOMERY,AL,US,73260,1.0,False,32.413472,-86.29025,TERRY L. BARBER BARBER
WBHP,800,Daytime,Licensed,DECATUR,AL,US,44023,1.0,False,34.598694,-87.006667,"IHM LICENSES, LLC"
KVOM,800,Daytime,Licensed,ORRILTON,AR,US,43830,0.25,False,35.157861,-92.767944,"EAB OF MORRILTON, LLC"
KAGH,800,Daytime,Licensed,ROSSETT,AR,US,2937,0.24,False,33.134833,-91.947083,"ASHLEY COUNTY BROADCASTERS, INC."
KBFP,800,Daytime,Licensed,BAKERSFIELD,CA,US,28846,1.0,True,35.345528,-118.993444,"IHM LICENSES, LLC"
WLAD,800,Daytime,Licensed,ANBURY,CT,US,65456,1.0,False,41.37425,-73.445944,THE BERKSHIRE BROADCASTING CORP.
WPLK,800,Daytime,Licensed,PALATKA,FL,US,54721,1.0,False,29.652194,-81.592028,BLUE CRAB BROADCASTING LLC
WJAT,800,Daytime,CP,SWAINSBORO,GA,US,54809,1.5,False,32.553722,-82.342278,"RADIOJONES, LLC"
WJAT,800,Daytime,Licensed,SWAINSBORO,GA,US,54809,1.0,False,32.582111,-82.355972,"RADIOJONES, LLC"
KXIC,800,Daytime,Licensed,IOWA CITY,IA,US,29075,1.0,True,41.687528,-91.544333,"IHM LICENSES, LLC"
KBRV,800,Daytime,Licensed,ODA SPRINGS,ID,US,17437,10.0,False,42.644083,-111.612167,"OLD WEST MEDIA, INC."
WKZI,800,Daytime,Licensed,CASEY,IL,US,73711,0.25,False,39.304472,-87.971417,"AMERICAN HOPE COMMUNICATIONS, INC."
WSHO,800,Daytime,Licensed,NEW ORLEANS,LA,US,9235,1.0,True,29.845194,-90.110917,FOCAL POINT MEDIA GROUP LLC
WNNW,800,Daytime,Licensed,AWRENCE,MA,US,14752,3.0,False,42.673972,-71.190056,COSTA-EAGLE RADIO VENTURES LIMITED PARTNERSHIP
WVAL,800,Daytime,Licensed,SAUK RAPIDS,MN,US,78914,2.6,True,45.604972,-94.139444,TRI-COUNTY
KQAD,800,Daytime,Licensed,LUVERNE,MN,US,39259,0.5,True,43.65025,-96.17225,ALPHA 3E LICENSEE LLC
KREI,800,Daytime,Licensed,FARMINGTON,MO,US,35531,1.0,False,37.792278,-90.410111,ALPHA MEDIA LICENSEE LLC
WKBC,800,Daytime,Licensed,NORTH WILKESBORO,NC,US,72457,1.0,False,36.187917,-81.141472,"WILKES BROADCASTING COMPANY, INC"
WTMR,800,Daytime,Licensed,AMDEN,NJ,US,24658,5.0,True,39.909278,-75.099611,"BEASLEY MEDIA GROUP LICENSES, LLC"
KQCV,800,Daytime,Licensed,KLAHOMA CITY,OK,US,6487,2.5,True,35.412556,-97.674194,BOTT BROADCASTING COMPANY
KPDQ,800,Daytime,Licensed,PORTLAND,OR,US,58628,1.0,False,45.477333,-122.751472,"SALEM MEDIA OF OREGON, INC."
WCHA,800,Daytime,Licensed,CHAMBERSBURG,PA,US,10110,1.0,False,39.928139,-77.695278,ALPHA MEDIA LICENSEE LLC
WPEL,800,Daytime,Licensed,MONTROSE,PA,US,43658,1.0,False,41.854528,-75.863528,MONTROSE BROADCASTING CORPORATION
WPJM,800,Daytime,Application,GREER,SC,US,2319,1.0,False,34.935944,-82.193444,"FULL GOSPEL WPJM 800 AM RADIO, INC."
WDSC,800,Daytime,Licensed,DILLON,SC,US,16935,1.0,False,34.369056,-79.4045,"IHM LICENSES, LLC"
WDEH,800,Daytime,Licensed,WEETWATER,TN,US,39377,1.0,False,35.613694,-84.459083,"HORNE RADIO, LLC"
KDDD,800,Daytime,Licensed,DUMAS,TX,US,74312,0.25,False,35.861694,-101.931,"DRIVEN MEDIA, LLC"
WSVS,800,Daytime,Licensed,CREWE,VA,US,320,10.0,False,37.195444,-78.166667,GEE COMMUNICATIONS INC.
WPCA,800,Daytime,Licensed,AUPACA,WI,US,36245,5.0,True,44.354139,-89.058167,"TOWER ROAD MEDIA, INC."
WVHU,800,Daytime,Licensed,UNTINGTON,WV,US,505,5.0,False,38.393139,-82.473222,"IHM LICENSES, LLC"
CKST,800,Daytime,CP,ANGLEY,BC,CA,98862,25.0,True,49.115389,-122.545167,-
CKST,800,Daytime,CP,ANGLEY,BC,CA,98862,10.0,True,49.115389,-122.545167,-
CKOR,800,Daytime,CP,ENTICTON,BC,CA,98863,10.0,False,49.423556,-119.572,-
VOWR,800,Daytime,CP,UNKNOWN,NF,CA,98864,10.0,False,47.571889,-52.752889,-
CKLW,800,Daytime,CP,INDSOR,ON,CA,98868,50.0,True,42.057,-83.002694,-
NEW800,800,Daytime,CP,RYDEN,ON,CA,177625,1.0,False,49.808806,-92.82625,-
CJBQ,800,Daytime,CP,ELLEVILLE,ON,CA,98865,10.0,True,43.968944,-77.419167,-
CBQ,800,Daytime,CP,HUNDER BAY,ON,CA,98867,10.0,True,48.310444,-89.358417,-
CJAD,800,Daytime,CP,ONTREAL,QC,CA,98869,50.0,True,45.24725,-73.523194,-
