call_sign,frequency_khz,hours,status,city,state,country,facility_id,power_kw,directional,latitude,longitude,licensee
WNCA,1570,Nighttime,Licensed,ILER CITY,NC,US,10664,0.28,False,35.733194,-79.491972,"CHATHAM BROADCASTING CO., INC. OF SILER CITY"
WFLR,1570,Nighttime,Licensed,DUNDEE,NY,US,36407,44.0,False,42.544528,-76.99275,"THE FINGERLAKES RADIO GROUP, INC."
WVTL,1570,Nighttime,Licensed,MSTERDAM,NY,US,72624,0.204,False,42.910639,-74.217361,"ROSER COMMUNICATIONS NETWORK, INC."
WDRE,1570,Nighttime,Licensed,RIVERHEAD,NY,US,18238,0.5,True,40.913444,-72.653972,JVC MEDIA LLC
WHTX,1570,Nighttime,Licensed,ARREN,OH,US,70531,0.17,False,41.206167,-80.841194,"SAGITTARIUS COMMUNICATIONS, LLC"
WXVE,1570,Nighttime,Licensed,LATROBE,PA,US,36115,0.224,False,40.302,-79.365306,"BROADCAST COMMUNICATIONS, INC."
WISP,1570,Nighttime,Licensed,DOYLESTOWN,PA,US,48310,0.9,True,40.326222,-75.160722,"HOLY SPIRIT RADIO FOUNDATION, INC."
WPGM,1570,Nighttime,Licensed,ANVILLE,PA,US,43662,0.221,False,40.986194,-76.626611,MONTROSE BROADCASTING CORPORATION
WPPC,1570,Nighttime,Licensed,PENUELAS,PR,US,52948,0.126,False,18.061097,-66.717414,"RADIO FELICIDAD, INC"
KVTK,1570,Nighttime,Licensed,ERMILLION,SD,US,14709,0.053,False,42.9225,-97.066167,5 STAR COMMUNICATIONS INC.
WTRB,1570,Nighttime,Licensed,IPLEY,TN,US,36689,0.053,False,35.729528,-89.542583,"WTRB, INC."
WCLE,1570,Nighttime,Licensed,LEVELAND,TN,US,55098,0.084,False,35.182028,-84.848556,"HARTLINE, LLC"
WMAK,1570,Nighttime,Licensed,OBELVILLE,TN,US,27139,0.066,False,35.767,-87.831139,"NUNLEY MEDIA GROUP, LLC"
KPYK,1570,Nighttime,Licensed,TERRELL,TX,US,43433,0.006,False,32.754861,-96.239694,"MOHNKERN ELECTRONICS, INC."
KVLG,1570,Nighttime,Licensed,A GRANGE,TX,US,21238,0.011,True,29.883,-96.866083,"KBUK RADIO, INC."
WYTI,1570,Nighttime,Licensed,ROCKY MOUNT,VA,US,74280,0.22,False,36.977083,-79.895583,"TURNER MEDIA GROUP, INC."
WSWV,1570,Nighttime,Licensed,PENNINGTON GAP,VA,US,36893,0.191,False,36.733972,-83.042667,CUMBERLAND BROADCASTING LLC
WKBH,1570,Nighttime,Licensed,HOLMEN,WI,US,56617,0.36,False,43.923583,-91.270694,"RELEVANT RADIO, INC."
WSCO,1570,Nighttime,Licensed,PPLETON,WI,US,72941,0.331,False,44.217778,-88.409278,"WOODWARD COMMUNICATIONS, INC."
WLKD,1570,Nighttime,Licensed,INOCQUA,WI,US,55210,0.5,False,45.820222,-89.724306,"RAVEN LICENSE SUB, LLC"
CKTA,1570,Nighttime,CP,ABER,AB,CA,105857,5.0,True,49.760583,-112.272222,-
CKEG,1570,Nighttime,CP,ANAIMO,BC,CA,105858,10.0,True,49.116472,-123.843,-
CKMW,1570,Nighttime,CP,ORDEN,MB,CA,105859,10.0,True,49.121111,-98.067306,-
CHLO,1570,Nighttime,CP,T. THOMAS,ON,CA,105861,10.0,True,42.706167,-81.105389,-
CFOR,1570,Nighttime,CP,RILLIA,ON,CA,105860,5.0,True,44.598083,-79.33925,-
CJLV,1570,Nighttime,CP,AVAL,QC,CA,189823,10.0,True,45.530861,-73.841,-
LAVAL,1570,Nighttime,CP,AVAL,QC,CA,137074,10.0,False,45.530861,-73.841556,-
CFAV,1570,Nighttime,CP,AVAL,QC,CA,162602,10.0,True,45.530861,-73.841556,-
WTAZ,1580,Daytime,Licensed,OXFORD,AL,US,73608,2.5,False,33.591528,-85.828833,"WOODARD BROADCASTING COMPANY, INC."
KAGE,1580,Daytime,Licensed,VAN BUREN,AR,US,52427,1.0,False,35.39175,-94.331889,"M&M MEDIA, LLC"
KQFN,1580,Daytime,Licensed,TEMPE,AZ,US,7701,24.0,False,33.389222,-111.99875,CRC BROADCASTING COMPANY
KBLA,1580,Daytime,Licensed,SANTA MONICA,CA,US,34385,50.0,True,34.085556,-118.257583,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KFCS,1580,Daytime,Licensed,COLORADO SPRINGS,CO,US,51816,10.0,False,38.719722,-104.721639,GREELEY BROADCASTING CORP.
WJXO,1580,Daytime,Licensed,CHATTAHOOCHEE,FL,US,37471,10.0,False,30.67075,-84.835472,MOUNT VERNON BROADCASTING LLC
WNTF,1580,Daytime,CP,BITHLO,FL,US,14556,4.7,False,28.536944,-81.085333,UNITY BROADCASTING LLC
WCCF,1580,Daytime,Licensed,PUNTA GORDA,FL,US,28897,1.25,False,26.893944,-82.050639,"IHM LICENSES, LLC"
WSRF,1580,Daytime,Licensed,FORT LAUDERDALE,FL,US,67194,10.0,True,26.077861,-80.217278,"NICHE RADIO, INC."
WNTF,1580,Daytime,Licensed,BITHLO,FL,US,14556,10.0,True,28.536667,-81.084778,UNITY BROADCASTING LLC
WIOL,1580,Daytime,Licensed,OLUMBUS,GA,US,47088,2.1,False,32.452083,-84.973556,"DAVIS BROADCASTING, INC. OF COLUMBUS"
WPGY,1580,Daytime,Licensed,ELLIJAY,GA,US,36891,0.5,False,34.69925,-84.47825,"CARRIAGE RADIO, LLC"
KCHA,1580,Daytime,Licensed,HARLES CITY,IA,US,41102,0.49,False,43.053278,-92.670722,"COLOFF MEDIA, LLC"
WDQN,1580,Daytime,Licensed,UQUOIN,IL,US,17748,0.17,False,38.032278,-89.24175,"DU QUOIN BROADCASTING COMPANY, A GENERAL PARTNERSHIP"
WAMW,1580,Daytime,Licensed,ASHINGTON,IN,US,25210,0.5,True,38.645889,-87.279444,"SHAKE BROADCASTING, LLC"
WHLY,1580,Daytime,Licensed,OUTH BEND,IN,US,67133,1.0,False,41.685889,-86.164722,"I.B. COMMUNICATIONS, LTD."
WLPK,1580,Daytime,Licensed,CONNERSVILLE,IN,US,57352,0.245,False,39.637556,-85.145806,"DUNCAN MEDIA, INC."
WWTF,1580,Daytime,Licensed,GEORGETOWN,KY,US,34246,10.0,True,38.168139,-84.593556,"IHM LICENSES, LLC"
WPKY,1580,Daytime,Licensed,RINCETON,KY,US,50637,0.25,False,37.120611,-87.858639,"HAM BROADCASTING COMPANY, INC."
WJFK,1580,Daytime,Licensed,MORNINGSIDE,MD,US,28638,50.0,True,38.869278,-76.896083,"AUDACY LICENSE, LLC"
WWSJ,1580,Daytime,Licensed,T. JOHNS,MI,US,74002,1.0,True,42.970583,-84.549694,KINGDOM BUILDERS OF LARLEN LLC
KDOM,1580,Daytime,Licensed,INDOM,MN,US,72905,1.0,True,43.861333,-95.0975,"NEXT STEP BROADCASTING, INC."
KNIM,1580,Daytime,Licensed,MARYVILLE,MO,US,48973,0.48,False,40.391944,-94.968028,"REGIONAL MEDIA, INC."
KTGR,1580,Daytime,Licensed,COLUMBIA,MO,US,74584,0.214,False,38.962528,-92.304083,"ZIMMER RADIO OF MID-MISSOURI, INC"
WAMY,1580,Daytime,Licensed,MORY,MS,US,62223,1.0,False,33.975944,-88.491444,"STANFORD COMMUNICATIONS, INC."
WESY,1580,Daytime,Licensed,ELAND,MS,US,18211,1.0,False,33.379556,-90.929833,"TBTS BROADCASTING, LLC"
WPMO,1580,Daytime,Licensed,PASCAGOULA-MOSS POIN,MS,US,32850,5.0,True,30.383806,-88.535306,"TRI CITY RADIO, LLC"
WPMO,1580,Daytime,CP,PASCAGOULA-MOSS POINT,MS,US,32850,1.5,False,30.383806,-88.535306,"TRI CITY RADIO, LLC"
NEW,1580,Daytime,CP,LENDIVE,MT,US,105864,10.0,False,47.098611,-104.788028,-
WZKY,1580,Daytime,Licensed,LBEMARLE,NC,US,49044,1.0,False,35.360694,-80.177278,"STANLY COMMUNICATIONS, INC."
KAMI,1580,Daytime,Licensed,OZAD,NE,US,69845,1.0,False,40.837778,-99.939278,NEBRASKA RURAL RADIO ASSOCIATION
WGYM,1580,Daytime,Licensed,HAMMONTON,NJ,US,61110,1.0,False,39.625944,-74.795167,DOMESTIC CHURCH MEDIA FOUNDATION
WNYG,1580,Daytime,CP,PATCHOGUE,NY,US,38333,10.0,False,40.754556,-72.985389,"CANTICO NUEVO MINISTRY, INC"
WXGT,1580,Daytime,Licensed,OLUMBUS,OH,US,22341,3.2,True,40.061722,-82.944639,"ICS COMMUNICATIONS, INC."
KOKB,1580,Daytime,Licensed,BLACKWELL,OK,US,43733,1.0,False,36.80975,-97.264222,"TEAM RADIO, LLC"
KGAL,1580,Daytime,Licensed,EBANON,OR,US,18039,5.0,False,44.573444,-122.91925,EADS BROADCASTING CORPORATION
WVZN,1580,Daytime,Licensed,COLUMBIA,PA,US,25819,0.5,False,40.025389,-76.474972,RADIO VISION CRISTIANA MANAGEMENT
WBQN,1580,Daytime,Licensed,AGUADILLA,PR,US,72452,1.0,True,18.400528,-67.146306,"NOTIRADIO BROADCASTING, LLC"
WPJK,1580,Daytime,Licensed,RANGEBURG,SC,US,6447,3.3,False,33.498778,-80.842306,SOUTH CAROLINA STATE UNIVERSITY
WNPZ,1580,Daytime,Licensed,NOXVILLE,TN,US,11191,5.0,False,35.91175,-83.892417,METROPOLITAN MANAGEMENT CORPORATION OF TENNESSEE
WLIJ,1580,Daytime,Licensed,HELBYVILLE,TN,US,27632,5.0,False,35.455361,-86.451944,"HOPKINS FARMS BROADCASTING, INC."
KGAF,1580,Daytime,Licensed,GAINESVILLE,TX,US,21600,1.2,False,33.628722,-97.1075,"EBERHART BROADCASTING, LLC"
KWED,1580,Daytime,Licensed,SEGUIN,TX,US,52671,1.45,False,29.563,-98.058333,"GUADALUPE MEDIA, LTD."
KWLO,1580,Daytime,Licensed,PRINGVILLE,UT,US,161249,1.0,False,40.206056,-111.670472,IGLESIA PENTECOSTAL VISPERA DEL FIN
WWDN,1580,Daytime,Licensed,DANVILLE,VA,US,67269,1.0,False,36.567639,-79.380306,"LAKES MEDIA, LLC"
WMDX,1580,Daytime,Licensed,OLUMBUS,WI,US,71092,5.0,True,43.334722,-89.165667,"CIVIC MEDIA, INC."
KKTS,1580,Daytime,Licensed,VANSVILLE,WY,US,161152,1.0,False,42.881639,-106.287528,"DOUGLAS BROADCASTING, INC."
NEW,1580,Daytime,CP,DMONTON,AB,CA,105865,50.0,False,53.447306,-113.275972,-
CKDO,1580,Daytime,CP,SHAWA,ON,CA,166158,10.0,True,43.872,-78.7645,-
WTAZ,1580,Nighttime,Licensed,OXFORD,AL,US,73608,22.0,False,33.591528,-85.828833,"WOODARD BROADCASTING COMPANY, INC."
KAGE,1580,Nighttime,Licensed,VAN BUREN,AR,US,52427,0.049,False,35.39175,-94.331889,"M&M MEDIA, LLC"
KQFN,1580,Nighttime,Licensed,TEMPE,AZ,US,7701,0.245,False,33.389222,-111.99875,CRC BROADCASTING COMPANY
KBLA,1580,Nighttime,Licensed,SANTA MONICA,CA,US,34385,50.0,True,34.085556,-118.257583,"MULTICULTURAL RADIO BROADCASTING LICENSEE, LLC"
KFCS,1580,Nighttime,Licensed,COLORADO SPRINGS,CO,US,51816,0.14,False,38.719722,-104.721639,GREELEY BROADCASTING CORP.
WNTF,1580,Nighttime,CP,BITHLO,FL,US,14556,0.01,False,28.536944,-81.085333,UNITY BROADCASTING LLC
WCCF,1580,Nighttime,Licensed,PUNTA GORDA,FL,US,28897,0.11,False,26.893944,-82.050639,"IHM LICENSES, LLC"
WSRF,1580,Nighttime,Licensed,FORT LAUDERDALE,FL,US,67194,1.5,True,26.077861,-80.217278,"NICHE RADIO, INC."
WIOL,1580,Nighttime,Licensed,OLUMBUS,GA,US,47088,0.045,False,32.452083,-84.973556,"DAVIS BROADCASTING, INC. OF COLUMBUS"
KCHA,1580,Nighttime,Licensed,HARLES CITY,IA,US,41102,0.01,False,43.053278,-92.670722,"COLOFF MEDIA, LLC"
WDQN,1580,Nighttime,Licensed,UQUOIN,IL,US,17748,0.007,False,38.032278,-89.24175,"DU QUOIN BROADCASTING COMPANY, A GENERAL PARTNERSHIP"
WHLY,1580,Nighttime,Licensed,OUTH BEND,IN,US,67133,0.5,True,41.685889,-86.164722,"I.B. COMMUNICATIONS, LTD."
WLPK,1580,Nighttime,Licensed,CONNERSVILLE,IN,US,57352,0.005,False,39.637556,-85.145806,"DUNCAN MEDIA, INC."
WWTF,1580,Nighttime,Licensed,GEORGETOWN,KY,US,34246,0.045,True,38.168139,-84.593556,"IHM LICENSES, LLC"
WPKY,1580,Nighttime,Licensed,RINCETON,KY,US,50637,0.009,False,37.120611,-87.858639,"HAM BROADCASTING COMPANY, INC."
WJFK,1580,Nighttime,Licensed,MORNINGSIDE,MD,US,28638,0.27,True,38.869278,-76.896083,"AUDACY LICENSE, LLC"
WWSJ,1580,Nighttime,Licensed,T. JOHNS,MI,US,74002,0.003,True,42.970583,-84.549694,KINGDOM BUILDERS OF LARLEN LLC
KDOM,1580,Nighttime,Licensed,INDOM,MN,US,72905,0.002,True,43.861333,-95.0975,"NEXT STEP BROADCASTING, INC."
KNIM,1580,Nighttime,Licensed,MARYVILLE,MO,US,48973,0.01,False,40.391944,-94.968028,"REGIONAL MEDIA, INC."
KTGR,1580,Nighttime,Licensed,COLUMBIA,MO,US,74584,0.008,False,38.962528,-92.304083,"ZIMMER RADIO OF MID-MISSOURI, INC"
WAMY,1580,Nighttime,Licensed,MORY,MS,US,62223,0.018,False,33.975944,-88.491444,"STANFORD COMMUNICATIONS, INC."
WESY,1580,Nighttime,Licensed,ELAND,MS,US,18211,0.048,False,33.379556,-90.929833,"TBTS BROADCASTING, LLC"
WPMO,1580,Nighttime,CP,PASCAGOULA-MOSS POINT,MS,US,32850,0.115,False,30.383806,-88.535306,"TRI CITY RADIO, LLC"
WPMO,1580,Nighttime,Licensed,PASCAGOULA-MOSS POIN,MS,US,32850,0.051,True,30.383806,-88.535306,"TRI CITY RADIO, LLC"
NEW,1580,Nighttime,CP,LENDIVE,MT,US,105864,10.0,True,47.098611,-104.788028,-
WZKY,1580,Nighttime,Licensed,LBEMARLE,NC,US,49044,0.012,False,35.360694,-80.177278,"STANLY COMMUNICATIONS, INC."
KAMI,1580,Nighttime,Licensed,OZAD,NE,US,69845,0.017,False,40.837778,-99.939278,NEBRASKA RURAL RADIO ASSOCIATION
WGYM,1580,Nighttime,Licensed,HAMMONTON,NJ,US,61110,0.006,False,39.625944,-74.795167,DOMESTIC CHURCH MEDIA FOUNDATION
WNYG,1580,Nighttime,CP,PATCHOGUE,NY,US,38333,0.004,False,40.754556,-72.985389,"CANTICO NUEVO MINISTRY, INC"
WNYG,1580,Nighttime,Licensed,PATCHOGUE,NY,US,38333,0.5,True,40.795944,-72.991778,"CANTICO NUEVO MINISTRY, INC"
WXGT,1580,Nighttime,Licensed,OLUMBUS,OH,US,22341,0.29,True,40.061722,-82.944639,"ICS COMMUNICATIONS, INC."
KOKB,1580,Nighttime,Licensed,BLACKWELL,OK,US,43733,0.049,False,36.80975,-97.264222,"TEAM RADIO, LLC"
KGAL,1580,Nighttime,Licensed,EBANON,OR,US,18039,1.0,True,44.573444,-122.91925,EADS BROADCASTING CORPORATION
WVZN,1580,Nighttime,Licensed,COLUMBIA,PA,US,25819,0.005,False,40.025389,-76.474972,RADIO VISION CRISTIANA MANAGEMENT
WBQN,1580,Nighttime,Licensed,AGUADILLA,PR,US,72452,1.0,False,18.400528,-67.146306,"NOTIRADIO BROADCASTING, LLC"
WPJK,1580,Nighttime,Licensed,RANGEBURG,SC,US,6447,0.022,False,33.498778,-80.842306,SOUTH CAROLINA STATE UNIVERSITY
WLIJ,1580,Nighttime,Licensed,HELBYVILLE,TN,US,27632,0.012,False,35.455361,-86.451944,"HOPKINS FARMS BROADCASTING, INC."
KGAF,1580,Nighttime,Licensed,GAINESVILLE,TX,US,21600,0.28,False,33.628722,-97.1075,"EBERHART BROADCASTING, LLC"
KWED,1580,Nighttime,Licensed,SEGUIN,TX,US,52671,0.3,False,29.563,-98.058333,"GUADALUPE MEDIA, LTD."
KWLO,1580,Nighttime,Licensed,PRINGVILLE,UT,US,161249,0.38,False,40.206056,-111.670472,IGLESIA PENTECOSTAL VISPERA DEL FIN
WMDX,1580,Nighttime,Licensed,OLUMBUS,WI,US,71092,0.004,False,43.334167,-89.165944,"CIVIC MEDIA, INC."
KKTS,1580,Nighttime,Licensed,VANSVILLE,WY,US,161152,0.22,False,42.881639,-106.287528,"DOUGLAS BROADCASTING, INC."
NEW,1580,Nighttime,CP,DMONTON,AB,CA,105865,50.0,True,53.447306,-113.275972,-
CKDO,1580,Nighttime,CP,SHAWA,ON,CA,166158,10.0,True,43.872,-78.7645,-
WNPZ,1580,Unknown,Licensed,NOXVILLE,TN,US,11191,1.0,False,35.91175,-83.892417,METROPOLITAN MANAGEMENT CORPORATION OF TENNESSEE
WMDX,1580,Unknown,Licensed,OLUMBUS,WI,US,71092,0.8,False,43.334167,-89.165944,"CIVIC MEDIA, INC."
NEW,1590,Unlimited,CP,ELLOWKNIFE,NT,CA,105868,50.0,True,62.500222,-114.334639,-
WVNA,1590,Daytime,Licensed,TUSCUMBIA,AL,US,19457,1.0,False,34.677306,-87.720861,"SINGING RIVER MEDIA GROUP, LLC"
KBJT,1590,Daytime,Licensed,ORDYCE,AR,US,33663,4.7,False,33.802889,-92.43625,"KBJT, INC."
KYNG,1590,Daytime,Licensed,PRINGDALE,AR,US,71702,2.5,False,36.207,-94.119444,CUMULUS LICENSING LLC
KVTA,1590,Daytime,CP,VENTURA,CA,US,7746,34.0,False,34.236944,-119.203333,GOLD COAST BROADCASTING LLC
KVTA,1590,Daytime,Licensed,VENTURA,CA,US,7746,5.0,True,34.236944,-119.203444,GOLD COAST BROADCASTING LLC
KLIV,1590,Daytime,Licensed,SAN JOSE,CA,US,19531,6.2,False,37.329667,-121.867167,PHAM RADIO COMMUNICATION LLC
KVTR,1590,Daytime,Licensed,ICTORVILLE,CA,US,29226,0.5,False,34.5375,-117.312556,RUDEX BROADCASTING LIMITED CORPORATION
WPSL,1590,Daytime,Licensed,PORT ST. LUCIE,FL,US,53044,5.0,False,27.308111,-80.307,"LITTLE DOG MEDIA GROUP, L.L.C."
WHOT,1590,Daytime,Licensed,PALM RIVER-CLAIR MEL,FL,US,57478,9.8,False,27.948083,-82.396194,"TAMPA RADIO, INC."
WDJZ,1590,Daytime,Licensed,OUTH DAYTONA,FL,US,53704,1.0,False,29.201917,-81.024667,GLENN CHERRY CHERRY
WXRS,1590,Daytime,Application,MELDRIM,GA,US,36203,0.5,False,32.159944,-81.362111,"RADIOJONES, LLC"
WXRS,1590,Daytime,Licensed,SWAINSBORO,GA,US,36203,2.5,False,32.557111,-82.34125,"RADIOJONES, LLC"
WALG,1590,Daytime,Licensed,ALBANY,GA,US,54703,3.3,False,31.621,-84.152972,"FIRST MEDIA SERVICES, LLC"
WQCH,1590,Daytime,Licensed,LAFAYETTE,GA,US,54912,5.0,False,34.715639,-85.267722,"LAFAYETTE RADIO, INC."
KWBG,1590,Daytime,Licensed,OONE,IA,US,22978,1.0,False,42.02275,-93.876889,FIELDVIEW BROADCASTING LLC
WCGO,1590,Daytime,Licensed,EVANSTON,IL,US,35447,10.0,False,42.021694,-87.711444,AMBIENTE CLASICO LLC
WPIW,1590,Daytime,Licensed,MT. VERNON,IN,US,53088,0.5,False,37.934222,-87.928361,"THE ORIGINAL COMPANY, INC"
WNTS,1590,Daytime,Licensed,EECH GROVE,IN,US,58320,5.0,True,39.739222,-86.091361,"CONTINENTAL BROADCAST GROUP, L.L.C."
KVGB,1590,Daytime,Licensed,REAT BEND,KS,US,22150,5.0,False,38.313889,-98.793417,"EAGLE COMMUNICATIONS, INC."
WLBN,1590,Daytime,Licensed,EBANON,KY,US,36883,1.0,False,37.598667,-85.246361,"SIMPLY COOL RADIO, LLC"
KKAY,1590,Daytime,Licensed,HITE CASTLE,LA,US,36232,1.0,False,30.183806,-91.107611,LIBERTY IN CHRIST JESUS MINISTRY
WHGT,1590,Daytime,Licensed,MAUGANSVILLE,MD,US,39494,15.0,True,39.806472,-77.778889,"WHGT CHRISTIAN RADIO, LLC"
WFBR,1590,Daytime,Licensed,GLEN BURNIE,MD,US,19673,1.0,True,39.176778,-76.621917,"WAY BROADCASTING LICENSEE, LLC"
WHLX,1590,Daytime,Licensed,ARINE CITY,MI,US,56266,1.0,True,42.728361,-82.52075,"LIGGETT COMMUNICATIONS, L.L.C."
WTVB,1590,Daytime,Licensed,OLDWATER,MI,US,67757,5.0,False,41.9095,-85.005806,"MIDWEST COMMUNICATIONS, INC"
KDJS,1590,Daytime,Licensed,ILLMAR,MN,US,33311,1.0,True,45.08525,-95.005556,"IOWA CITY BROADCASTING COMPANY, INC."
KGFK,1590,Daytime,Licensed,AST GRAND FORKS,MN,US,33000,5.0,True,47.878028,-97.007028,"LEIGHTON ENTERPRISES, INC."
KPRT,1590,Daytime,Licensed,ANSAS CITY,MO,US,9168,1.0,False,39.068056,-94.536333,"CARTER BROADCAST GROUP, INC."
KDEX,1590,Daytime,Licensed,DEXTER,MO,US,16831,0.62,False,36.788944,-89.907861,KDEX INC
KMOZ,1590,Daytime,Licensed,ROLLA,MO,US,53651,1.0,False,37.944472,-91.811833,"COMMUNITY BROADCASTING, INC."
WYSR,1590,Daytime,Licensed,IGH POINT,NC,US,34353,1.4,False,35.984583,-80.068667,IGLESIA CRISTO REYNA INC.
WCSL,1590,Daytime,Licensed,HERRYVILLE,NC,US,35656,10.0,False,35.374306,-81.40425,"KTC BROADCASTING, INC."
WVOE,1590,Daytime,Licensed,HADBOURN,NC,US,18419,1.0,False,34.351556,-78.843639,"EBONY ENTERPRISES, INC."
WBHN,1590,Daytime,Licensed,RYSON CITY,NC,US,62338,0.5,False,35.428139,-83.438222,"FIVE FORTY BROADCASTING COMPANY, LLC"
WHPY,1590,Daytime,Licensed,LAYTON,NC,US,30615,5.0,True,35.647111,-78.505556,FELLOWSHIP BAPTIST CHURCH INC
KCTY,1590,Daytime,Licensed,AYNE,NE,US,35658,2.5,True,42.234444,-97.055611,WAYNE RADIO WORKS LLC
WSMN,1590,Daytime,Licensed,ASHUA,NH,US,102,0.77,False,42.759528,-71.476444,"BARTIS BROADCASTING, LLC"
WAUB,1590,Daytime,Licensed,UBURN,NY,US,43791,0.45,True,42.9095,-76.602167,"AUBURN BROADCASTING, INC."
WGGO,1590,Daytime,Licensed,SALAMANCA,NY,US,9409,5.0,False,42.173389,-78.685028,HOLY FAMILY COMMUNICATIONS
WAKR,1590,Daytime,CP,KRON,OH,US,43871,5.0,False,41.021639,-81.503444,"RUBBER CITY RADIO GROUP, INC."
WSRW,1590,Daytime,Licensed,HILLSBORO,OH,US,65700,0.5,False,39.166167,-83.606861,"IHM LICENSES, LLC"
KWEY,1590,Daytime,Licensed,EATHERFORD,OK,US,73948,1.0,True,35.559222,-98.720083,"WRIGHT BROADCASTING SYSTEMS, INC."
KTIL,1590,Daytime,Licensed,ETARTS,OR,US,50554,5.0,False,45.456778,-123.873194,"ALEXANDRA COMMUNICATIONS, INC."
WPSN,1590,Daytime,Licensed,ONESDALE,PA,US,71345,2.5,False,41.553694,-75.254611,"BOLD GOLD MEDIA GROUP, L.P."
WPWA,1590,Daytime,Licensed,CHESTER,PA,US,37843,2.5,False,39.877611,-75.456028,"MOUNT OCEAN MEDIA, L.L.C."
WXRF,1590,Daytime,Licensed,UAYAMA,PR,US,25531,1.0,False,17.951656,-66.113797,"NOTIRADIO BROADCASTING, LLC"
WARV,1590,Daytime,Licensed,ARWICK,RI,US,5882,8.0,True,41.727889,-71.462278,"BLOUNT COMMUNICATIONS, INC."
WCAM,1590,Daytime,Licensed,AMDEN,SC,US,34294,1.0,False,34.224028,-80.678417,KERSHAW RADIO CORP.
WABV,1590,Daytime,Licensed,ABBEVILLE,SC,US,3152,1.0,False,34.150944,-82.392639,ABBEVILLE BROADCASTING LLC
WKTP,1590,Daytime,Licensed,ONESBOROUGH,TN,US,27498,2.5,False,36.3315,-82.47375,HOLSTON VALLEY BROADCASTING CORPORATION
WDBL,1590,Daytime,Licensed,PRINGFIELD,TN,US,15960,0.71,False,36.495056,-86.906111,EBEN-EZER BROADCASTING CORPORATION
KELP,1590,Daytime,Licensed,EL PASO,TX,US,40831,5.0,True,31.744,-106.396361,"ON EARTH MEDIA, LLC"
KDAE,1590,Daytime,Licensed,SINTON,TX,US,63346,1.0,True,28.021417,-97.470833,THE WORSHIP CENTER OF KINGSVILLE
KBHT,1590,Daytime,Licensed,MEXIA,TX,US,21493,2.5,True,31.620167,-96.751944,"M&M BROADCASTERS, LTD., DEBTOR-IN-POSSESSION"
KMIC,1590,Daytime,Licensed,HOUSTON,TX,US,20491,5.0,False,29.844111,-95.447722,"DAIJ MEDIA, LLC"
KDAV,1590,Daytime,Licensed,LUBBOCK,TX,US,36953,1.0,True,33.520917,-101.774611,"HIGH PLAINS RADIO NETWORK, LLC, DEBTOR IN POSSESSION"
KGAS,1590,Daytime,Licensed,ARTHAGE,TX,US,31065,2.5,False,32.1535,-94.314639,"HANSZEN BROADCASTING , INC."
WNRN,1590,Daytime,Licensed,RICHMOND,VA,US,67683,5.0,False,37.500333,-77.456194,"STU-COMM, INC."
KLFE,1590,Daytime,Licensed,SEATTLE,WA,US,12031,20.0,True,47.655083,-122.519583,"RELEVANT RADIO, INC."
WGBW,1590,Daytime,Licensed,DENMARK,WI,US,74127,10.0,True,44.313889,-87.787861,"CIVIC MEDIA, INC."
WPVL,1590,Daytime,Licensed,PLATTEVILLE,WI,US,35514,0.97,False,42.755556,-90.505694,"QUEENB RADIO WISCONSIN, INC."
WIXK,1590,Daytime,Licensed,EW RICHMOND,WI,US,60643,5.0,False,45.086083,-92.572139,"HMONG RADIO BROADCAST, LLC"
WVNA,1590,Nighttime,Licensed,TUSCUMBIA,AL,US,19457,0.055,False,34.677306,-87.720861,"SINGING RIVER MEDIA GROUP, LLC"
KBJT,1590,Nighttime,Licensed,ORDYCE,AR,US,33663,0.035,False,33.802889,-92.43625,"KBJT, INC."
KYNG,1590,Nighttime,Licensed,PRINGDALE,AR,US,71702,0.05,False,36.207,-94.119444,CUMULUS LICENSING LLC
KVTA,1590,Nighttime,CP,VENTURA,CA,US,7746,0.046,False,34.236944,-119.203333,GOLD COAST BROADCASTING LLC
KVTA,1590,Nighttime,Licensed,VENTURA,CA,US,7746,5.0,True,34.236944,-119.203444,GOLD COAST BROADCASTING LLC
KVTR,1590,Nighttime,Licensed,ICTORVILLE,CA,US,29226,0.131,False,34.5375,-117.312556,RUDEX BROADCASTING LIMITED CORPORATION
KLIV,1590,Nighttime,Licensed,SAN JOSE,CA,US,19531,5.0,True,37.329667,-121.867167,PHAM RADIO COMMUNICATION LLC
WHOT,1590,Nighttime,Licensed,PALM RIVER-CLAIR MEL,FL,US,57478,0.16,False,27.948083,-82.396194,"TAMPA RADIO, INC."
WPSL,1590,Nighttime,Licensed,PORT ST. LUCIE,FL,US,53044,0.063,False,27.308111,-80.307,"LITTLE DOG MEDIA GROUP, L.L.C."
WDJZ,1590,Nighttime,Licensed,OUTH DAYTONA,FL,US,53704,0.047,False,29.201917,-81.024667,GLENN CHERRY CHERRY
WXRS,1590,Nighttime,Application,MELDRIM,GA,US,36203,6.0,False,32.159944,-81.362111,"RADIOJONES, LLC"
WXRS,1590,Nighttime,Licensed,SWAINSBORO,GA,US,36203,0.023,False,32.557111,-82.34125,"RADIOJONES, LLC"
WALG,1590,Nighttime,Licensed,ALBANY,GA,US,54703,0.04,False,31.621,-84.152972,"FIRST MEDIA SERVICES, LLC"
